tittle;rooms;price;meters;bathrooms;garage;terrace;zipcode;year;hotels
Piso en Torreblanca, Sevilla;3 hab.;98;178 m²;2;0;1;41016;0;1
Piso en Torreblanca, Sevilla;4 hab.;103;181 m²;1;1;1;41016;1969;1
Piso en Torreblanca, Sevilla;3 hab.;107;116 m²;1;0;0;41016;1987;1
Piso en Torreblanca, Sevilla;3 hab.;113;93 m²;2;1;0;41016;2010;1
Piso en Torreblanca, Sevilla;3 hab.;115;91 m²;2;1;0;41016;2010;1
Piso en Torreblanca, Sevilla;4 hab.;115;114 m²;1;0;1;41016;1980;1
Piso en Torreblanca, Sevilla;3 hab.;122,3;83 m²;1;0;1;41016;0;1
Piso en Torreblanca, Sevilla;3 hab.;127;158 m²;2;0;1;41016;2007;1
Piso en Torreblanca, Sevilla;3 hab.;132;242 m²;1;1;0;41016;0;1
Piso en Torreblanca, Sevilla;3 hab.;142;113 m²;1;0;1;41016;0;1
Piso en Torreblanca, Sevilla;6 hab.;167;447 m²;2;0;0;41016;1979;1
Piso en Urquiza, Arroyo - Santa Justa, Sevilla;2 hab.;239;94 m²;1;0;1;41007;1969;3
Piso en Vasco de Gama, La Plata, Sevilla;3 hab.;57;90 m²;1;0;0;41006;1975;1
Piso en VICTORIA KENT, s/n, Villegas - Los Principes, Sevilla;2 hab.;128;80 m²;1;1;0;41008;0;1
Piso en VICTORIA KENT, Villegas - Los Principes, Sevilla;2 hab.;128;70 m²;1;1;0;41008;0;1
Piso en Villegas - Los Principes, Sevilla;3 hab.;63;67 m²;1;0;0;41008;0;1
Piso en Villegas - Los Principes, Sevilla;3 hab.;65;105 m²;1;0;0;41008;1966;1
Piso en Villegas - Los Principes, Sevilla;3 hab.;65;83 m²;1;0;1;41008;1966;1
Piso en Villegas - Los Principes, Sevilla;3 hab.;65,9;79 m²;1;0;1;41008;1966;1
Piso en Villegas - Los Principes, Sevilla;3 hab.;67;61 m²;1;0;1;41008;1962;1
Piso en Villegas - Los Principes, Sevilla;3 hab.;75;65 m²;1;1;0;41008;0;1
Piso en Villegas - Los Principes, Sevilla;3 hab.;76,5;61 m²;1;0;0;41008;0;1
Piso en Villegas - Los Principes, Sevilla;2 hab.;85;75 m²;1;0;1;41008;1963;1
Piso en Villegas - Los Principes, Sevilla;4 hab.;87;69 m²;1;0;0;41008;0;1
Piso en Villegas - Los Principes, Sevilla;3 hab.;87,5;69 m²;1;0;0;41008;0;1
Piso en Villegas - Los Principes, Sevilla;3 hab.;130;104 m²;1;1;1;41008;1981;1
Piso en Villegas - Los Principes, Sevilla;4 hab.;137,9;97 m²;1;0;0;41008;0;1
Piso en Villegas - Los Principes, Sevilla;3 hab.;170;105 m²;2;1;0;41008;2003;1
Piso en Virgen de la cinta, s/n, Ramón de Carranza - Madre Rafols, Sevilla;2 hab.;345;115 m²;2;0;0;41011;0;2
Piso en Virgen de Lujan, Asunción - Adolfo Suárez, Sevilla;2 hab.;325;100 m²;2;0;1;41011;2019;2
Piso en virgen de todos los santos, 10, Parque de los Principes - Calle Niebla, Sevilla;3 hab.;156;70 m²;1;0;1;41011;1965;2
Piso en Virgen del Águila, 6, Ramón de Carranza - Madre Rafols, Sevilla;5 hab.;580;225 m²;4;1;1;41014;1982;3
